# Session 16 Wikidata volleyball expansion (2026-09-07). selection audit (generated 2026-09-07).
# entryId	qid	group	name	dob	age	country	handles	referenceUrls	wiki	teams	flags
W-2026-980	Q3478136	intl	Hazal Selin Uygur	1992-08-18	34	Turkey	Instagram:hselinu	-	https://en.wikipedia.org/wiki/Hazal_Selin_Uygur	-	-
W-2026-981	Q3542496	intl	Tuğba Özay	1978-02-10	48	Turkey	Instagram:tugbaozay10;X:TUGBAOZAY10	-	https://en.wikipedia.org/wiki/Tu%C4%9Fba_%C3%96zay	-	-
W-2026-982	Q3610451	intl	Alessia Travaglini	1988-04-10	38	Italy	Instagram:alessia_trava	-	https://en.wikipedia.org/wiki/Alessia_Travaglini	-	-
W-2026-983	Q3847665	beach	Mariana Costa	1986-07-30	40	Brazil	Instagram:mariparaibaa	http://www.bvbinfo.com/player.asp?ID=14573;http://www.worldofvolley.com/wov-community/players/7077.html	https://en.wikipedia.org/wiki/Mariana_Costa_(volleyball)	-	-
W-2026-984	Q3847839	beach	Marie-Andrée Lessard	1977-12-06	48	Canada; Guatemala	X:malessard	-	https://en.wikipedia.org/wiki/Marie-Andr%C3%A9e_Lessard	-	-
W-2026-985	Q3891317	intl	Kristina Kicka	1992-03-26	34	Belarus; Poland	Instagram:kristina_kicka	http://www.theohofland.nl/female-players-opposite/Kristina-Mikhailenko/120.html	-	-	-
W-2026-986	Q3959234	beach	Shauna Mullin	1984-09-11	41	United Kingdom	X:shuvolleygb	-	https://en.wikipedia.org/wiki/Shauna_Mullin	-	-
W-2026-987	Q4023855	beach	Zara Dampney	1986-06-10	40	United Kingdom	X:Zara_Dampney	http://www.bvbinfo.com/player.asp?ID=8384	https://en.wikipedia.org/wiki/Zara_Dampney	-	-
W-2026-988	Q4389603	beach	Miwa Asao	1986-02-02	40	Japan	Instagram:asaomiwa1986_official	-	https://en.wikipedia.org/wiki/Miwa_Asao	-	-
W-2026-989	Q4733463	intl	Allyn Rose	1988-05-27	38	United States	X:AllynRose	-	https://en.wikipedia.org/wiki/Allyn_Rose	-	-
W-2026-990	Q4750359	beach	Ana Gallay	1986-01-16	40	Argentina	Instagram:anita_amg;X:anagallay	https://www.coarg.org.ar/index.php/component/k2/item/5955-gallay-ana-maria	https://en.wikipedia.org/wiki/Ana_Gallay	-	-
W-2026-991	Q4790862	intl	Arisa Takada	1987-02-17	39	Japan	X:ars217tkd	-	https://en.wikipedia.org/wiki/Arisa_Takada	-	-
W-2026-992	Q4918945	intl	Nootsara Tomkom	1985-07-07	41	Thailand	Instagram:nootsara13	-	https://en.wikipedia.org/wiki/Nootsara_Tomkom	-	-
W-2026-993	Q4919220	intl	Piyanut Pannoy	1989-11-10	36	Thailand	Instagram:plawann2	https://en.volleyballworld.com/en/vnl/2019/women/teams/tha-thailand/players/piyanut_pannoy?id=71790	https://en.wikipedia.org/wiki/Piyanut_Pannoy	-	-
W-2026-994	Q4966318	intl	Anika Brinkmann	1986-08-04	40	Germany	Instagram:ani_bri_6	https://www.volleyball-bundesliga.de/popup/teamMember/teamMemberDetails.xhtml?teamMemberId=743023305&hideHistoryBackButton=true	-	-	-
W-2026-995	Q5041101	intl	Carla Rueda	1990-04-19	36	Peru	Instagram:carlacotito20	https://women.volleybox.net/carla-rueda-p5265/clubs	https://en.wikipedia.org/wiki/Carla_Rueda	-	-
W-2026-996	Q5127105	intl	Clarivett Yllescas	1993-08-11	33	Peru	Instagram:clarivett.yllescas	https://women.volleybox.net/clarivett-yllescas-p5270/clubs;https://www.olympedia.org/athletes/1302196	https://en.wikipedia.org/wiki/Clarivett_Yllescas	-	-
W-2026-997	Q5257690	beach	Denise Johns	1978-12-09	47	United States	X:DJbeachvolley	-	https://en.wikipedia.org/wiki/Denise_Johns	-	-
W-2026-998	Q5698362	intl	Hege Storhaug	1962-05-21	64	Norway	X:hegestorhaug	https://snl.no/Hege_Storhaug	https://en.wikipedia.org/wiki/Hege_Storhaug	-	-
W-2026-999	Q6001920	intl	Marta Fraile	1982-10-30	43	Spain	X:martafraile9	https://women.volleybox.net/marta-fraile-p15156/indoor_tournaments	-	-	-
W-2026-1000	Q6538022	intl	Leyla Chihuán	1975-09-04	51	Peru	X:LeylaChihuan	https://infogob.jne.gob.pe/Politico/FichaPolitico/leyla-felicita-chihuan-ramos_historial-partidario_42GN@1E2xbI=G1	https://en.wikipedia.org/wiki/Leyla_Chihu%C3%A1n	-	-
W-2026-1001	Q6617376	intl	Yeum Hye-seon	1991-02-03	35	South Korea	Instagram:luminous___y03;X:hyeseon3	-	https://en.wikipedia.org/wiki/Yeum_Hye-seon	-	-
W-2026-1002	Q6845451	intl	Mijal Hines Cuza	1993-12-15	32	Costa Rica	Instagram:mijalhines;X:mijalhines	-	https://en.wikipedia.org/wiki/Mijal_Hines_Cuza	-	-
W-2026-1003	Q6962355	intl	Nanae Takizawa	1987-09-22	38	Japan	Instagram:nanaetakizawa;X:nanae0922	-	https://en.wikipedia.org/wiki/Nanae_Takizawa	-	-
W-2026-1004	Q7279167	intl	Rachel Bragg	1984-12-11	41	United Kingdom	X:bambi_bragg	-	https://en.wikipedia.org/wiki/Rachel_Bragg	-	-
W-2026-1005	Q7662978	intl	Chizuru Kotō	1982-10-08	43	Japan	X:chizuruganbaru2	-	https://en.wikipedia.org/wiki/Chizuru_Kot%C5%8D	-	-
W-2026-1006	Q7933806	intl	Yuki Ishii	1991-05-08	35	Japan	Instagram:yuki.ishii;X:kuu__yuk1	-	https://en.wikipedia.org/wiki/Yuki_Ishii	-	-
W-2026-1007	Q9250336	beach	Edinah Rotich	1981-03-27	45	Kenya	Instagram:edinahrotich	https://www.eurosport.fr/volleyball/edinah-jemutai-rotich_prs253883/person.shtml	https://en.wikipedia.org/wiki/Edinah_Rotich	-	-
W-2026-1008	Q9256545	intl	Everlyne Makuto	1990-08-25	36	Kenya	Instagram:everlynemakuto	http://www.worldofvolley.com/wov-community/players/11355.html	https://en.wikipedia.org/wiki/Everlyne_Makuto	-	-
W-2026-1009	Q9348453	intl	Sutadta Chuewulim	1992-12-19	33	Thailand	Instagram:14_sutadta	http://www.worldofvolley.com/wov-community/players/41144.html	https://en.wikipedia.org/wiki/Sutadta_Chuewulim	-	-
W-2026-1010	Q9356873	intl	Teodora Pušić	1994-03-12	32	Serbia	Instagram:teodora.pusic	http://worldgrandprix.2017.fivb.com/en/group1/competition/teams/srb-serbia/players/teodora-pusic?id=59651	https://en.wikipedia.org/wiki/Teodora_Pu%C5%A1i%C4%87	-	-
W-2026-1011	Q9383504	intl	Yonkaira Peña	1993-05-10	33	Dominican Republic	Instagram:pena_yonkaira16	-	https://en.wikipedia.org/wiki/Yonkaira_Pe%C3%B1a	-	-
W-2026-1012	Q10318337	beach	Liliane Maestrini	1987-10-26	38	Brazil	Instagram:lili_maestrini	http://www.bvbinfo.com/player.asp?ID=9923	https://en.wikipedia.org/wiki/Liliane_Maestrini	-	-
W-2026-1013	Q11081660	intl	Akari Oumi	1989-11-10	36	Japan	X:akarii1110	-	https://en.wikipedia.org/wiki/Akari_Oumi	-	-
W-2026-1014	Q11261663	intl	Oh Ji-young	1988-07-11	38	South Korea	Instagram:oh_ji_young	https://www.olympedia.org/athletes/144962	https://en.wikipedia.org/wiki/Oh_Ji-young	-	-
W-2026-1015	Q11287769	intl	Hwang Min-kyoung	1990-06-02	36	South Korea	Instagram:mk.only_1	-	https://en.wikipedia.org/wiki/Hwang_Min-kyoung	-	-
W-2026-1016	Q11383507	intl	Arisa Satō	1989-07-18	37	Japan	X:0718Ari	-	https://en.wikipedia.org/wiki/Arisa_Sat%C5%8D	-	-
W-2026-1017	Q11384356	intl	Miya Satō	1990-03-07	36	Japan	Instagram:m.sato8	-	https://en.wikipedia.org/wiki/Miya_Sato_(volleyball,_born_1990)	-	-
W-2026-1018	Q11395125	intl	Koyomi Iwasaki	1989-05-01	37	Japan	Instagram:koyomi.i	-	https://en.wikipedia.org/wiki/Koyomi_Iwasaki	-	-
W-2026-1019	Q11720669	intl	Jarasporn Bundasak	1993-03-01	33	Thailand	Instagram:nadear_09	-	https://en.wikipedia.org/wiki/Jarasporn_Bundasak	-	-
W-2026-1020	Q11739251	intl	Kim Su-ji	1987-06-20	39	South Korea	Instagram:suji6620;X:suji6620	-	https://en.wikipedia.org/wiki/Kim_Su-ji_(volleyball)	-	-
W-2026-1021	Q11753635	intl	Lee Hyo-hee	1980-08-26	46	South Korea	Instagram:leehyohee80	-	https://en.wikipedia.org/wiki/Lee_Hyo-hee	-	-
W-2026-1022	Q11811352	intl	Park Jeong-ah	1993-03-26	33	South Korea	Instagram:_jjeong333_	http://www.worldofvolley.com/wov-community/players/11396.html	https://en.wikipedia.org/wiki/Park_Jeong-ah_(volleyball)	-	-
W-2026-1023	Q12611826	intl	Lee So-young	1994-10-17	31	South Korea	Instagram:so02_1	-	https://en.wikipedia.org/wiki/Lee_So-young_(volleyball)	-	-
W-2026-1024	Q13422431	intl	Arunima Sinha	1988-07-20	38	India	Instagram:dr.arunima_sinha;X:sinha_arunima	-	https://en.wikipedia.org/wiki/Arunima_Sinha	-	-
W-2026-1025	Q13426483	beach	Tanja Hüberli	1992-08-27	34	Switzerland	Instagram:tanjahueberli	http://www.worldofvolley.com/wov-community/players/14822.html	https://en.wikipedia.org/wiki/Tanja_H%C3%BCberli	-	-
W-2026-1026	Q13476439	beach	Panagiota Karagkouni	1993-01-07	33	Greece	Instagram:penykaragkouni	-	https://en.wikipedia.org/wiki/Peny_Karagkouni	-	-
W-2026-1027	Q13534184	beach	Ágatha Bednarczuk	1983-06-22	43	Brazil	Instagram:agatha_rippel	http://www.bvbinfo.com/player.asp?ID=6641	https://en.wikipedia.org/wiki/%C3%81gatha_Bednarczuk	-	-
W-2026-1028	Q13551280	beach	Lauren Fendrick	1982-03-20	44	United States	X:LaurenFendrick	http://www.bvbinfo.com/player.asp?ID=5237	https://en.wikipedia.org/wiki/Lauren_Fendrick	UCLA Bruins women's volleyball	-
W-2026-1029	Q13560482	beach	Mariafe Artacho del Solar	1993-10-24	32	Australia; Peru	Instagram:mariafe_beach1;X:MariafeADS	http://www.bvbinfo.com/player.asp?ID=8395	https://en.wikipedia.org/wiki/Mariafe_Artacho_del_Solar	-	-
W-2026-1030	Q13569889	beach	Heather Bansley	1987-09-13	38	Canada	Instagram:heatherbansley;X:HeatherBansley	http://www.bvbinfo.com/player.asp?ID=9176	https://en.wikipedia.org/wiki/Heather_Bansley	-	-
W-2026-1031	Q13580969	beach	Taliqua Clancy	1992-06-25	34	Australia	Instagram:taliqua;X:TaliquaClancy	-	https://en.wikipedia.org/wiki/Taliqua_Clancy	-	-
W-2026-1032	Q14865206	intl	Cristina Chirichella	1994-02-10	32	Italy	Instagram:cristinachirichella10	-	https://en.wikipedia.org/wiki/Cristina_Chirichella	-	-
W-2026-1033	Q14877718	intl	Ilka Van de Vyver	1993-01-26	33	Belgium	Instagram:ilka_vdvyver	http://www.volleyball-bundesliga.de/popup/teamMember/teamMemberDetails.xhtml?teamMemberId=59514540	https://en.wikipedia.org/wiki/Ilka_Van_de_Vyver	-	-
W-2026-1034	Q14878184	beach	Nina Coolman	1991-01-25	35	Belgium	Instagram:ninacoolman	http://www.bvbinfo.com/player.asp?ID=17407;http://www.worldofvolley.com/wov-community/players/12997.html	https://en.wikipedia.org/wiki/Nina_Coolman	-	-
W-2026-1035	Q14878223	intl	Valérie Courtois	1990-11-01	35	Belgium	Instagram:valerie_courtois	-	https://en.wikipedia.org/wiki/Val%C3%A9rie_Courtois	-	-
W-2026-1036	Q14912022	intl	Celeste Plak	1995-10-26	30	Kingdom of the Netherlands	Instagram:celesteplak	-	https://en.wikipedia.org/wiki/Celeste_Plak	-	-
W-2026-1037	Q14912023	intl	Yvon Beliën	1993-12-28	32	Kingdom of the Netherlands	Instagram:yvon.belien	http://www.worldofvolley.com/wov-community/players/14737.html	https://en.wikipedia.org/wiki/Yvon_Beli%C3%ABn	-	-
W-2026-1038	Q15061790	intl	Dominika Valachová	1986-06-04	40	Slovakia	Instagram:domivalachova	-	-	-	AGE_EVIDENCE_NAMED_SOURCE_ONLY
W-2026-1039	Q15066177	beach	Manolina Konstantinou	1993-04-10	33	Cyprus	Instagram:manolinakonst	-	https://en.wikipedia.org/wiki/Manolina_Konstantinou	-	-
W-2026-1040	Q15066184	beach	Sofia Kosma	1993-11-15	32	Greece	Instagram:sofiakosma	https://www.greekvolley.gr/index.php/news/metagrafika/item/5021-kosma-sofia.html	https://en.wikipedia.org/wiki/Sofia_Kosma	-	-
W-2026-1041	Q15833868	intl	Maria Eckelmann	1995-03-30	31	Germany	Instagram:mariaeckelmann	-	-	-	AGE_EVIDENCE_NAMED_SOURCE_ONLY
W-2026-1042	Q15918474	beach	Hayley Spelman	1991-06-11	35	United States	Instagram:hayley_spelman	https://www.legavolleyfemminile.it/?page_id=194&idat=SPE-HAY	-	-	-
W-2026-1043	Q15953886	beach	Shanice Marcelle	1990-05-28	36	Canada	Instagram:shanicemarcelle18;X:shanicem	-	https://en.wikipedia.org/wiki/Shanice_Marcelle	-	-
W-2026-1044	Q15976332	intl	Nikola Radosova	1992-05-03	34	Slovakia	Instagram:nikarados	-	https://en.wikipedia.org/wiki/Nikola_Radosov%C3%A1	-	-
W-2026-1045	Q16200814	intl	Marta Gens	1969-12-30	56	Spain	X:gensmarta	-	https://en.wikipedia.org/wiki/Marta_Gens	-	-
W-2026-1046	Q16264497	intl	Mami Uchiseto	1991-10-25	34	Japan	Instagram:mami.uchiseto;X:MamiV025v	-	https://en.wikipedia.org/wiki/Mami_Uchiseto	-	-
W-2026-1047	Q16469200	intl	Ilaria Spirito	1994-02-20	32	Italy	Instagram:ilariaspirito5	http://www.worldofvolley.com/wov-community/players/17958.html	https://en.wikipedia.org/wiki/Ilaria_Spirito	-	-
W-2026-1048	Q16526587	beach	Ana Silva	1991-04-08	35	Brazil	Instagram:carolana15	-	https://en.wikipedia.org/wiki/Ana_Carolina_da_Silva	-	-
W-2026-1049	Q16527573	beach	Alena Fedarynchyk	1993-07-03	33	Belarus	Instagram:alesha_f7	-	https://en.wikipedia.org/wiki/Alena_Fedarynchyk	-	-
W-2026-1050	Q16647881	intl	Kaja Grobelna	1995-01-04	31	Belgium	Instagram:kajagrobelna	-	https://en.wikipedia.org/wiki/Kaja_Grobelna	-	-
W-2026-1051	Q16653193	intl	Lara Nobre	1989-02-11	37	Brazil	Instagram:larinha_nobre	-	https://en.wikipedia.org/wiki/Lara_Nobre	-	-
W-2026-1052	Q16663617	intl	María Lamprinídou	1986-06-29	40	Greece	Instagram:marialampri	http://www.worldofvolley.com/wov-community/players/13913.html	-	-	-
W-2026-1053	Q16666029	beach	Nadzeya Smirnova	1990-12-14	35	Belarus	Instagram:masiania1412	http://www.bvbinfo.com/player.asp?ID=12295	https://en.wikipedia.org/wiki/Nadzeya_Malasai	-	-
W-2026-1054	Q16683779	intl	Yuliya Gerasymova	1989-09-15	36	Ukraine	Instagram:krosha9;TikTok:youliyagerasimova	http://www.worldofvolley.com/wov-community/players/13737.html	https://en.wikipedia.org/wiki/Yuliya_Gerasymova	-	-
W-2026-1055	Q16739002	intl	Michele Gumabao	1992-09-02	34	Philippines	Instagram:gumabaomichele;X:gumabaomichele	-	https://en.wikipedia.org/wiki/Michele_Gumabao	-	-
W-2026-1056	Q16893346	intl	Katerina Giota	1990-07-03	36	Greece	Instagram:katerina_giota_	http://www.worldofvolley.com/wov-community/players/17052.html	https://en.wikipedia.org/wiki/Katerina_Giota	-	-
W-2026-1057	Q16929668	intl	Dora Grozer	1995-11-21	30	Germany	Instagram:dora_grozer	http://www.worldofvolley.com/wov-community/players/62497.html	-	-	-
W-2026-1058	Q16999763	beach	Audrey Cooper	1964-12-07	61	United Kingdom	X:ladycoach_coops	http://www.bvbinfo.com/player.asp?ID=1312	https://en.wikipedia.org/wiki/Audrey_Cooper_(volleyball)	-	-
W-2026-1059	Q17159624	intl	Zhu Ting	1994-11-29	31	People's Republic of China	Instagram:zhuting1129	-	https://en.wikipedia.org/wiki/Zhu_Ting_(volleyball)	-	-
W-2026-1060	Q17180767	intl	Aby Maraño	1992-12-22	33	Philippines	Instagram:abymarano	-	https://en.wikipedia.org/wiki/Aby_Mara%C3%B1o	-	-
W-2026-1061	Q17290262	intl	Simona Kóšová	1992-03-27	34	Slovakia	Instagram:simkaa11	-	-	-	AGE_EVIDENCE_NAMED_SOURCE_ONLY
W-2026-1062	Q17349950	intl	An Saita	1993-01-27	33	Japan	Instagram:an_saita;X:an01hng	-	-	-	AGE_EVIDENCE_NAMED_SOURCE_ONLY
W-2026-1063	Q17350640	intl	Anastasiya Harelik	1991-03-20	35	Belarus; Russia	Instagram:anastasiya_harelik	-	https://en.wikipedia.org/wiki/Anastasiya_Harelik	-	-
W-2026-1064	Q17399571	intl	Beatrice Parrocchiale	1995-12-26	30	Italy	Instagram:bealibero	-	https://en.wikipedia.org/wiki/Beatrice_Parrocchiale	-	-
W-2026-1065	Q18637953	intl	Aleona Denise Santiago	1993-09-26	32	Philippines	Instagram:dindinquickersantiago	-	https://en.wikipedia.org/wiki/Dindin_Santiago-Manabat	-	-
W-2026-1066	Q18822173	intl	Susan Egoavil	1988-01-16	38	Peru	X:susan_indira	http://www.worldofvolley.com/wov-community/players/50762.html	https://en.wikipedia.org/wiki/Susan_Egoavil	-	-
W-2026-1067	Q19650270	intl	Tricia Santos	1995-05-18	31	Philippines	Instagram:itstricias	-	https://en.wikipedia.org/wiki/Tricia_Santos	-	-
W-2026-1068	Q19912309	intl	Sydel Curry	1994-10-20	31	United States	Instagram:sydelcurry;X:sydelcurry	https://www.famousbirthdays.com/people/sydel-curry.html	-	-	-
W-2026-1069	Q20666400	intl	Macris Carneiro	1989-03-03	37	Brazil	Instagram:macriscarneiro	https://www.cob.org.br/pt/cob/time-brasil/atletas/macris-carneiro/	https://en.wikipedia.org/wiki/Macris_Carneiro	-	-
W-2026-1070	Q20675990	beach	Tanya Beths	1989-01-16	37	Australia	Instagram:tanyabeths;X:TanyaBeths	-	https://en.wikipedia.org/wiki/Tanya_Beths	-	-
W-2026-1071	Q20676337	intl	Cha Cruz	1988-05-11	38	Philippines	Instagram:chaarcruz;X:chaarcruz	-	https://en.wikipedia.org/wiki/Cha_Cruz-Behag	-	-
W-2026-1072	Q20740830	intl	Kim Fajardo	1993-09-30	32	Philippines	Instagram:kimfajardo9;X:kimfajardo9	-	https://en.wikipedia.org/wiki/Kim_Fajardo	-	-
W-2026-1073	Q20745228	intl	Mika Reyes	1994-06-21	32	Philippines	Instagram:reyesmikaaa;X:mikareyesss	-	https://en.wikipedia.org/wiki/Mika_Reyes	-	-
W-2026-1074	Q20851326	intl	Nina Herelová	1993-07-30	33	Slovakia	Instagram:niniqe	http://www.svf.sk/sk/reprezentacia/zeny/repre/blokar/nina-herelova/	https://en.wikipedia.org/wiki/Nina_Herelov%C3%A1	-	-
W-2026-1075	Q20987611	intl	Maret Grothues	1988-09-16	37	Kingdom of the Netherlands	Instagram:maret1988;X:MareGrothu	-	https://en.wikipedia.org/wiki/Maret_Grothues	-	-
W-2026-1076	Q20993714	intl	Mira Todorova	1994-04-12	32	Bulgaria	Instagram:miraatodorova	https://www.volleyball.world/en/vnl/2019/women/teams/bul-bulgaria/players/mira-todorova?id=70857	https://en.wikipedia.org/wiki/Mira_Todorova	-	-
W-2026-1077	Q21020323	intl	Suellen Lima	1989-11-04	36	Brazil	Instagram:suellendellangelica	-	https://en.wikipedia.org/wiki/Suellen_Cristine_Delangelica_Lima	-	-
W-2026-1078	Q21064253	intl	Carmela Tunay	1995-06-08	31	Philippines	Instagram:carmelaloo08	-	https://en.wikipedia.org/wiki/Carmela_Tunay	-	-
W-2026-1079	Q22070170	intl	Katherine Bell	1993-03-05	33	United States	Instagram:_khatbell;X:_khatbell	-	https://en.wikipedia.org/wiki/Khat_Bell	-	-
W-2026-1080	Q22956611	intl	Andrea Aguilera	1993-09-24	32	Colombia	Instagram:andreaaguileraoficial	-	https://en.wikipedia.org/wiki/Andrea_Aguilera_(Colombian_model)	-	-
W-2026-1081	Q22956632	intl	Triza Atuka	1992-04-14	34	UNKNOWN	Instagram:trizahatuka	-	https://en.wikipedia.org/wiki/Triza_Atuka	-	COUNTRY_NOT_RECORDED
W-2026-1082	Q22956635	intl	Baek Mok-hwa	1989-08-30	37	South Korea	Instagram:moka_latte_12	-	https://en.wikipedia.org/wiki/Baek_Mok-hwa	-	-
W-2026-1083	Q22956668	intl	Danielle Brisebois	1994-08-12	32	Canada	Instagram:danibreez	https://www.cev.eu/PlayerDetail.aspx?PlayerID=75460	-	-	-
W-2026-1084	Q22956687	intl	Chae Seon-ah	1992-06-08	34	South Korea	Instagram:seonahchae	-	https://en.wikipedia.org/wiki/Chae_Seon-ah	-	-
W-2026-1085	Q22956928	intl	Nathalie Lemmens	1995-03-12	31	Belgium	Instagram:nathalielemmens	https://www.dscvolley.de/nathalie-lemmens/	-	-	-
W-2026-1086	Q22957038	intl	Ágnes Pallag	1993-09-02	33	Hungary	Instagram:agnespallag	https://1.bundesliga.vfb-suhl.de/player/agnes-pallag/	https://en.wikipedia.org/wiki/%C3%81gnes_Pallag	-	-
W-2026-1087	Q22957162	intl	Gréta Szakmáry	1991-12-31	34	Hungary	Instagram:szakygreta	http://www.cev.lu/PlayerDetail.aspx?PlayerID=7048	https://en.wikipedia.org/wiki/Gr%C3%A9ta_Szakm%C3%A1ry	-	-
W-2026-1088	Q22957168	intl	Alla Teterina	1962-02-24	64	Azerbaijan	Instagram:superttera	-	https://en.wikipedia.org/wiki/Alla_Teterina	-	-
W-2026-1089	Q23020603	intl	Emma Wiggs	1980-06-14	46	United Kingdom	Instagram:emmawiggs;X:emwiggsy	-	https://en.wikipedia.org/wiki/Emma_Wiggs	-	-
W-2026-1090	Q23542727	intl	Jani Batista	1986-08-13	40	Brazil	Instagram:janiatleta.oficial	https://cpb.org.br/atletas/jani-freitas-batista/	-	-	-
W-2026-1091	Q23664770	intl	Nathalie Filomena	1990-04-13	36	Brazil	Instagram:nathaliefilomena	-	https://en.wikipedia.org/wiki/Nathalie_Filomena	-	-
W-2026-1092	Q23879958	intl	Monika Sta. Maria	1991-07-13	35	Philippines	Instagram:monikastamaria	-	https://en.wikipedia.org/wiki/Monika_Sta._Maria	-	-
W-2026-1093	Q24451753	intl	Majoy Baron	1995-12-10	30	Philippines	Instagram:majoybaron	-	https://en.wikipedia.org/wiki/Majoy_Baron	-	-
W-2026-1094	Q24687021	beach	Nina Brunner	1995-10-14	30	Switzerland	Instagram:ninabru.nner	-	https://en.wikipedia.org/wiki/Nina_Brunner	-	-
W-2026-1095	Q25473387	intl	Sezgi Sena Akay	1995-10-31	30	Turkey	Instagram:sezgisenaakay;X:senasezgiakay	-	https://en.wikipedia.org/wiki/Sezgi_Sena_Akay	-	-
W-2026-1096	Q25970442	intl	Frauke Neuhaus	1993-04-20	33	Germany	Instagram:frau_casanova	http://www.ladies-in-black.de/neuzugang-nummer-5-ist-eine-junge-deutsche-diagonalspielerin/	-	-	-
W-2026-1097	Q27267600	intl	Laiana Batista	1982-05-08	44	Brazil	Instagram:laianarodrigues12	-	https://en.wikipedia.org/wiki/Laiana_Batista	-	-
W-2026-1098	Q27808285	intl	Alena Laziuk	1990-07-24	36	Belarus	Instagram:alenalozyk	https://women.volleybox.net/alena-laziuk-p19759/clubs	-	-	-
W-2026-1099	Q29358891	intl	Ekaterina Evdokimova	1994-09-10	31	Russia	Instagram:makarena7059	-	https://en.wikipedia.org/wiki/Ekaterina_Evdokimova	-	-
W-2026-1100	Q31277583	intl	Aliki Konstantinidou	1969-06-26	57	Greece	Instagram:alicia_kon	-	https://en.wikipedia.org/wiki/Aliki_Konstantinidou	-	-
W-2026-1101	Q32979670	beach	Camille Saxton	1991-04-08	35	Canada	Instagram:mrscamilleee;X:camillesaxton	http://www.bvbinfo.com/player.asp?ID=14937	-	-	-
W-2026-1102	Q33709942	intl	Jelena Šunjić	1994-01-04	32	Croatia	Instagram:jelena_24	http://www.theohofland.nl/female-players-opposite/Jelena-Sunjic/219.html	-	-	-
W-2026-1103	Q34333837	beach	Gabriela Filippo	1986-07-21	40	Paraguay	Instagram:gabifilippo_	http://www.bvbinfo.com/player.asp?ID=16160	-	-	-
W-2026-1104	Q35650757	beach	Paula Soria Gutiérrez	1993-01-31	33	Spain	Instagram:paula.soria.gutierrez	-	https://en.wikipedia.org/wiki/Paula_Soria	-	-
W-2026-1105	Q41799642	intl	Ivana Vanjak	1995-05-30	31	Germany	Instagram:ivanjak95	-	https://en.wikipedia.org/wiki/Ivana_Vanjak	-	-
W-2026-1106	Q41806462	intl	Simge Aköz	1991-04-23	35	Turkey	Instagram:simgeakoz;X:Akzsimge	https://eurovolley.cev.eu/team/12624-turkiye/player/66607-sebnem-akoz-simge	https://en.wikipedia.org/wiki/Simge_%C5%9Eebnem_Ak%C3%B6z	-	-
W-2026-1107	Q42290093	intl	Selma Hetmann	1995-10-27	30	Germany	Instagram:selmahetmann	-	-	-	AGE_EVIDENCE_NAMED_SOURCE_ONLY
W-2026-1108	Q43374020	intl	Beyza Arıcı	1995-07-27	31	Turkey	Instagram:beyzaarici4	https://www.eczacibasisporkulubu.org.tr/eczacibasi-dynavit-takimi/beyza-arici	https://en.wikipedia.org/wiki/Beyza_Ar%C4%B1c%C4%B1	-	-
W-2026-1109	Q46998355	intl	Erika Mercado	1992-02-27	34	Argentina; Ecuador	Instagram:erikamercado7	http://www.volleyball-bundesliga.de/popup/teamMember/teamMemberDetails.xhtml?teamMemberId=59461502	https://en.wikipedia.org/wiki/Erika_Mercado	-	-
W-2026-1110	Q48838372	intl	Paige Tapp	1995-06-21	31	United States	Instagram:paigetapp	https://www.cev.eu/PlayerDetails.aspx?TeamID=11099&SeasonID=0&SeasonType=&G=&PlayerID=73109	https://en.wikipedia.org/wiki/Paige_Sander	-	-
W-2026-1111	Q51883258	intl	Raquel Löff da Silva	1995-01-02	31	Brazil; Portugal	Instagram:raquelloff	-	-	-	AGE_EVIDENCE_NAMED_SOURCE_ONLY
W-2026-1112	Q55390354	beach	Athina Papafotiou	1989-08-23	37	Greece	Instagram:athi_papaf	http://www.legavolleyfemminile.it/?page_id=194&idat=PAP-ATH-89	https://en.wikipedia.org/wiki/Athina_Papafotiou	-	-
W-2026-1113	Q55586877	beach	Ayanna Dyette	1986-01-10	40	Trinidad and Tobago	Instagram:yanni_balli;X:trinigirlyanni	-	https://en.wikipedia.org/wiki/Ayanna_Dyette	-	-
W-2026-1114	Q56062458	intl	Odette Ndoye	1992-08-25	34	France	Instagram:dedettevb	http://www.worldofvolley.com/wov-community/players/29137.html	-	-	-
W-2026-1115	Q56062508	intl	Elena Vukić	1991-12-10	34	Croatia	Instagram:elenavukic	http://www.worldofvolley.com/wov-community/players/20087.html	https://en.wikipedia.org/wiki/Elena_Vuki%C4%87	-	-
W-2026-1116	Q58133729	intl	Janisa Johnson	1991-09-22	34	United States	Instagram:janisa.johnson	https://sport.wprost.pl/siatkowka/11709802/janisa-johnson-nie-zyje-byla-siatkarka-radomki-miala-32-lata.html	https://en.wikipedia.org/wiki/Janisa_Johnson	-	-
W-2026-1117	Q58892374	intl	Panagiota Rogka	1987-07-04	39	Greece	Instagram:pennitorogka	http://www.worldofvolley.com/wov-community/players/17063.html	-	-	-
W-2026-1118	Q58893369	intl	Apostolia Nousia	1991-03-13	35	Greece	Instagram:apostolia_nou	http://www.worldofvolley.com/wov-community/players/21450.html	-	-	-
W-2026-1119	Q58893499	intl	Maria Oikonomidou	1992-08-18	34	Greece	Instagram:blackie.10	http://www.worldofvolley.com/wov-community/players/119122.html	-	-	-
